config;cqs;cqs-with-data;stmt-avg
filter\_regex;11;2;4
filter\_regex;11;0;0
filter\_regex;2;2;4
filter\_regex;11;0;0
filter\_regex;11;0;0
filter\_regex;8;2;4
filter\_regex;11;2;4
filter\_regex;2;2;7
filter\_regex;11;3;5
filter\_regex;11;2;5
filter\_regex;4;3;5
filter\_regex;11;2;5
filter\_regex;4;4;4
filter\_regex;11;2;3
filter\_regex;4;4;5
filter\_regex;11;2;2
filter\_regex;11;2;4
filter\_regex;11;3;4
filter\_regex;11;2;5
filter\_regex;2;2;5
filter\_regex;11;2;4
filter\_regex;2;2;7
filter\_regex;11;2;4
filter\_regex;2;2;5
filter\_regex;2;1;6
filter\_regex;11;0;0
filter\_regex;8;8;3
filter\_regex;11;2;4
filter\_regex;11;3;4
filter\_regex;11;3;4
filter\_regex;11;0;0
filter\_regex;2;2;5
filter\_regex;11;3;5
filter\_regex;11;3;5
filter\_regex;2;2;4
filter\_regex;11;0;0
filter\_regex;11;3;5
filter\_regex;11;2;3
filter\_regex;11;3;5
filter\_regex;2;2;5
filter\_regex;11;3;5
filter\_regex;11;3;5
filter\_regex;11;0;0
filter\_regex;11;0;0
filter\_regex;11;0;0
filter\_regex;11;3;5
filter\_regex;11;0;0
union\_orderby;8;6;5
union\_orderby;4;2;6
union\_orderby;8;4;13
union\_orderby;11;0;0
union\_orderby;11;0;0
union\_orderby;8;4;7
union\_orderby;11;0;0
union\_orderby;8;4;7
union\_orderby;11;0;0
union\_distinct;11;1;24
union\_distinct;11;1;8
union\_distinct;11;0;0
union\_distinct;11;3;18
union\_distinct;11;1;8
union\_distinct;11;1;16
union\_distinct;11;2;16
union\_distinct;11;0;0
union\_distinct;11;0;0
union\_distinct;11;0;0
union\_distinct;11;1;32
union\_distinct;11;0;0
union\_distinct;11;3;10
union\_distinct;11;0;0
union\_distinct;11;2;12
union\_distinct;11;1;16
union\_distinct;11;2;8
union\_distinct;11;0;0
union\_distinct;11;1;8
union\_distinct;11;2;20
union\_distinct;11;1;8
union\_distinct;11;0;0
union\_distinct;11;2;24
union\_distinct;11;2;24
union\_distinct;11;1;32
union\_distinct;11;1;8
union\_distinct;11;1;8
union\_distinct;11;0;0
union\_distinct;11;2;8
union\_distinct;11;1;8
union\_distinct;11;2;8
union\_distinct;11;0;0
union\_distinct;11;2;20
union\_distinct;11;0;0
union\_distinct;11;3;18
union\_distinct;11;0;0
union\_distinct;11;1;8
union\_distinct;11;0;0
union\_distinct;11;1;8
union\_distinct;11;1;8
union\_distinct;11;2;12
union\_distinct;11;2;8
union\_distinct;11;2;12
union\_distinct;11;0;0
union\_distinct;11;3;10
union\_distinct;11;0;0
union\_distinct;11;2;16
union\_distinct;11;1;8
union\_distinct;11;0;0
union\_distinct;11;2;16
union\_distinct;11;2;12
union\_distinct;11;0;0
union\_distinct;11;2;8
union\_distinct;11;2;8
union\_distinct;11;1;24
union\_distinct;11;2;16
union\_distinct;11;1;16
union\_distinct;11;2;24
union\_distinct;11;1;16
union\_distinct;11;0;0
union\_distinct;11;0;0
union\_distinct;11;1;8
union\_distinct;11;0;0
union\_distinct;11;2;24
union\_distinct;11;2;8
union\_distinct;11;1;40
union\_distinct;11;1;16
union\_distinct;11;1;8
union\_distinct;11;1;8
union\_distinct;11;3;16
union\_distinct;11;2;24
union\_distinct;11;0;0
union\_distinct;11;3;8
union\_distinct;11;2;12
union\_distinct;11;2;12
union\_distinct;11;3;13
union\_distinct;11;1;8
union\_distinct;11;2;24
union\_distinct;11;0;0
union\_distinct;11;1;24
union\_distinct;11;1;8
union\_distinct;11;2;12
union\_distinct;11;1;8
union\_distinct;11;1;24
union\_distinct;11;0;0
union\_distinct;11;2;8
union\_distinct;11;1;32
union\_distinct;11;0;0
union\_distinct;11;1;8
union\_distinct;11;0;0
union\_distinct;11;2;16
union\_distinct;11;1;8
union\_distinct;11;1;8
union\_distinct;11;0;0
union\_distinct;11;2;8
union\_distinct;11;2;36
union\_distinct;11;1;24
union\_distinct;11;2;20
union\_distinct;11;1;16
union\_distinct;11;2;8
optional\_regex;11;3;4
optional\_regex;11;2;4
optional\_regex;11;0;0
optional\_regex;11;2;4
optional\_regex;11;3;4
optional\_regex;11;3;5
optional\_regex;11;0;0
optional\_regex;11;2;5
optional\_regex;11;2;4
optional\_regex;11;3;5
optional\_regex;11;0;0
optional\_regex;11;3;4
optional\_regex;11;2;3
optional\_regex;11;0;0
optional\_regex;11;2;4
optional\_regex;11;3;4
optional\_regex;11;3;4
optional\_regex;11;3;4
optional\_regex;11;0;0
optional\_regex;11;0;0
optional\_regex;11;0;0
optional\_regex;11;0;0
optional\_regex;11;3;4
optional\_regex;11;5;4
optional\_regex;11;3;4
optional\_regex;11;6;4
optional\_regex;11;0;0
optional\_regex;11;3;4
optional\_regex;11;2;4
optional\_regex;11;3;4
optional\_regex;11;3;4
optional\_regex;11;5;3
optional\_regex;11;0;0
optional\_regex;11;0;0
optional\_regex;11;0;0
optional\_regex;11;0;0
optional\_regex;11;0;0
optional\_regex;11;3;4
optional\_regex;11;0;0
optional\_regex;11;0;0
optional\_regex;11;5;4
optional\_regex;11;0;0
optional\_regex;11;3;4
optional\_regex;11;0;0
optional\_regex;11;0;0
optional\_regex;11;0;0
optional\_regex;11;3;4
optional\_regex;11;2;4
optional\_regex;11;0;0
optional\_regex;11;0;0
optional\_regex;11;0;0
optional\_regex;11;3;4
optional\_regex;11;0;0
optional\_regex;11;0;0
optional\_regex;11;0;0
optional\_regex;11;2;4
optional\_regex;11;0;0
optional\_regex;11;0;0
optional\_regex;11;0;0
optional\_regex;11;0;0
optional\_regex;11;2;4
optional\_regex;11;0;0
optional\_regex;11;0;0
optional\_regex;11;0;0
optional\_regex;11;0;0
optional\_regex;11;0;0
optional\_regex;11;3;5
optional\_regex;11;0;0
optional\_regex;11;2;5
optional\_regex;11;0;0
optional\_regex;11;2;5
optional\_regex;11;0;0
optional\_regex;11;2;3
optional\_regex;11;0;0
optional\_regex;11;0;0
optional\_regex;11;2;2
optional\_regex;11;2;4
optional\_regex;11;3;4
optional\_regex;11;2;5
optional\_regex;11;0;0
optional\_regex;11;2;4
optional\_regex;11;2;4
optional\_regex;11;0;0
optional\_regex;11;2;4
optional\_regex;11;3;4
optional\_regex;11;3;4
optional\_regex;11;0;0
optional\_regex;11;0;0
optional\_regex;11;0;0
optional\_regex;11;3;5
optional\_regex;11;3;5
optional\_regex;11;3;5
optional\_regex;11;2;3
optional\_regex;11;0;0
optional\_regex;11;3;5
optional\_regex;11;3;5
optional\_regex;11;3;5
optional\_regex;11;0;0
optional\_regex;11;3;5
optional\_regex;11;0;0
optional\_limit;11;0;0
optional\_limit;8;8;5
optional\_limit;11;2;3
optional\_limit;8;8;5
optional\_limit;8;8;2
optional\_limit;2;2;6
optional\_limit;8;8;2
optional\_limit;2;2;6
optional\_limit;11;2;3
optional\_limit;2;2;6
optional\_limit;11;2;3
optional\_limit;2;2;6
optional\_limit;2;2;6
optional\_limit;11;2;3
optional\_limit;11;2;3
optional\_limit;11;2;3
optional\_limit;11;6;2
optional\_limit;2;2;6
optional\_limit;11;0;0
optional\_limit;11;2;3
optional\_limit;8;8;2
optional\_limit;8;8;2
optional\_limit;2;2;6
optional\_limit;11;0;0
optional\_limit;11;2;3
optional\_limit;11;0;0
optional\_limit;11;0;0
optional\_limit;11;0;0
optional\_limit;11;2;3
optional\_limit;11;0;0
optional\_limit;11;2;3
optional\_limit;11;2;3
optional\_limit;11;2;3
optional\_limit;11;2;3
optional\_limit;8;8;2
optional\_limit;11;0;0
optional\_limit;8;8;1
optional\_limit;11;2;3
optional\_limit;11;2;3
optional\_limit;11;0;0
optional\_limit;11;2;3
optional\_limit;11;2;3
optional\_limit;8;4;5
optional\_limit;2;2;6
optional\_limit;11;2;3
optional\_limit;11;2;3
optional\_limit;11;2;3
optional\_limit;11;2;3
optional\_limit;11;2;3
optional\_limit;11;2;3
optional\_limit;11;2;3
optional\_limit;2;2;6
optional\_limit;11;0;0
optional\_limit;8;8;2
optional\_limit;11;2;4
optional\_limit;8;8;3
optional\_limit;11;2;3
optional\_limit;11;2;3
optional\_limit;4;2;6
optional\_limit;11;2;3
optional\_limit;11;2;4
optional\_limit;11;0;0
optional\_limit;11;2;3
optional\_limit;11;0;0
optional\_limit;2;2;6
optional\_limit;8;8;2
optional\_limit;11;2;3
optional\_limit;11;2;3
optional\_limit;11;2;3
optional\_limit;11;0;0
optional\_limit;11;2;3
optional\_limit;11;0;0
optional\_limit;11;0;0
optional\_limit;11;0;0
optional\_limit;11;2;3
optional\_limit;2;2;6
optional\_limit;2;2;6
optional\_limit;11;0;0
optional\_limit;8;8;2
optional\_limit;11;2;3
optional\_limit;11;2;3
optional\_limit;11;2;3
optional\_limit;2;2;6
optional\_limit;11;2;3
optional\_limit;11;2;3
optional\_limit;11;0;0
optional\_limit;11;0;0
optional\_limit;8;8;2
optional\_limit;4;2;6
optional\_limit;2;2;6
optional\_limit;8;8;2
optional\_limit;11;0;0
optional\_limit;11;0;0
optional\_limit;2;2;6
optional\_limit;2;2;6
optional\_limit;8;8;5
optional\_limit;8;8;2
optional\_limit;2;2;6
optional\_limit;11;2;3
optional\_limit;8;8;2
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
union\_regex;11;0;0
